"﻿web_scraper_order","web_scraper_start_url","sede","codigo","horario","grupo","creditos"
"1789514539-1","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","AE4208","MAR[17:00-20:50]","1","4"
"1789514539-2","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN CARLOS","AE4208","MAR[07:55-11:30]","50","4"
"1789514539-3","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN JOSE","AE4208","JUE[13:00-16:50]","40","4"
"1789514539-4","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","AE4208","JUE[17:00-20:50]","3","4"
"1789514539-5","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","AE4208","MIE[17:00-20:50]","2","4"
"1789514539-6","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","AE4208","LUN[07:30-11:20]","5","4"
"1789514539-7","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","AE4208","JUE[17:00-20:50]","6","4"
"1789514539-8","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","AE4208","VIE[07:30-11:20]","4","4"
"1789514539-9","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CENTRO ACADEMICO DE ALAJUELA","AE4208","MIE[17:00-20:50]","20","4"
"1789514539-10","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","AE4208","VIE[07:30-11:20]","7","4"
"1789514539-11","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE1101","JUE[07:30-09:20] MAR[07:30-09:20]","1","3"
"1789514539-12","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE1101","JUE[09:30-11:20] MAR[09:30-11:20]","2","3"
"1789514539-13","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE1103","JUE[09:30-11:20] MAR[09:30-11:20]","3","4"
"1789514539-14","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE1103","JUE[15:00-16:50] MAR[15:00-16:50]","2","4"
"1789514539-15","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE1103","MIE[17:00-18:50] VIE[17:00-18:50]","1","4"
"1789514539-16","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE1104","JUE[07:30-09:20] MAR[07:30-09:20]","1","3"
"1789514539-17","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE1105","JUE[19:00-20:50] MAR[19:00-20:50]","3","3"
"1789514539-18","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE1105","JUE[17:00-18:50] MAR[17:00-18:50]","1","3"
"1789514539-19","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE1105","MIE[17:00-18:50] VIE[17:00-18:50]","2","3"
"1789514539-20","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE1106","MIE[09:30-11:20] VIE[09:30-11:20]","1","3"
"1789514539-21","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE1106","JUE[17:00-18:50] MAR[17:00-18:50]","2","3"
"1789514539-22","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE1107","JUE[09:30-11:20] MAR[09:30-11:20]","1","4"
"1789514539-23","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE1108","MIE[13:00-14:50] VIE[13:00-14:50]","1","4"
"1789514539-24","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE1109","JUE[17:00-18:50] MAR[17:00-18:50]","1","4"
"1789514539-25","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE1110","MIE[09:30-11:20] VIE[09:30-11:20]","1","4"
"1789514539-26","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE1111","JUE[09:30-11:20] MAR[09:30-11:20]","1","3"
"1789514539-27","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE1112","MIE[15:00-16:50] VIE[15:00-16:50]","1","3"
"1789514539-28","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE1113","JUE[15:00-16:50] MAR[15:00-16:50]","1","3"
"1789514539-29","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE1114","VIE[07:30-11:20]","1","4"
"1789514539-30","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE1115","JUE[19:00-20:50] MAR[19:00-20:50]","1","3"
"1789514539-31","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE1116","JUE[19:00-20:50] MAR[19:00-20:50]","1","4"
"1789514539-32","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE1117","LUN[18:00-21:50]","1","3"
"1789514539-33","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE2103","JUE[07:30-09:20] MAR[07:30-09:20]","1","4"
"1789514539-34","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE2201","LUN[09:30-11:20]","1","1"
"1789514539-35","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE2201","LUN[07:30-09:20]","2","1"
"1789514539-36","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE3101","MIE[19:00-20:50] VIE[19:00-20:50]","2","4"
"1789514539-37","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE3101","MIE[19:00-20:50] VIE[19:00-20:50]","1","4"
"1789514539-38","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE3201","JUE[13:00-14:50] SAB[08:30-10:20]","1","2"
"1789514539-39","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE3201","MAR[13:00-14:50] SAB[10:30-12:20]","2","2"
"1789514539-40","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE3201","JUE[13:00-14:50] SAB[08:30-10:20]","1","2"
"1789514539-41","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE3201","MAR[13:00-14:50] SAB[10:30-12:20]","2","2"
"1789514539-42","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE4301","MIE[15:00-16:50] VIE[15:00-16:50]","1","4"
"1789514539-43","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE4302","JUE[13:00-14:50] MAR[13:00-14:50]","1","4"
"1789514539-44","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE4302","MIE[13:00-14:50] VIE[13:00-14:50]","2","4"
"1789514539-45","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE4303","JUE[15:00-16:50] MAR[15:00-16:50]","1","4"
"1789514539-46","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE5301","JUE[17:00-18:50] MAR[17:00-18:50]","1","4"
"1789514539-47","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CE5601","JUE[18:00-20:50]","1","12"
"1789514539-48","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN CARLOS","CI1407","MIE[12:30-15:10]","50","2"
"1789514539-49","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN CARLOS","CI1407","MAR[12:30-15:10]","51","2"
"1789514539-50","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CI1407","LUN[09:30-12:20]","1","2"
"1789514539-51","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CENTRO ACADEMICO DE ALAJUELA","CI1407","JUE[13:00-15:50]","85","2"
"1789514539-52","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CI1407","MAR[13:00-15:50]","3","2"
"1789514539-53","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CI1407","JUE[13:00-15:50]","2","2"
"1789514539-54","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CI1407","VIE[07:30-10:20]","4","2"
"1789514539-55","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CI3203","MAR[13:00-15:50]","1","2"
"1789514539-56","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS1502","MIE[09:30-11:20]","2","1"
"1789514539-57","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS1502","MIE[17:00-18:50]","3","1"
"1789514539-58","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS1502","MAR[15:00-16:50]","4","1"
"1789514539-59","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN CARLOS","CS1502","LUN[17:05-18:50]","50","1"
"1789514539-60","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS1502","MIE[09:30-11:20]","5","1"
"1789514539-61","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS1502","JUE[09:30-11:20]","1","1"
"1789514539-62","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN CARLOS","CS2101","MAR[13:25-16:05]","50","2"
"1789514539-63","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN CARLOS","CS2101","MIE[16:10-18:50]","51","2"
"1789514539-64","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS2101","JUE[09:30-12:20]","5","2"
"1789514539-65","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS2101","VIE[09:30-12:20]","1","2"
"1789514539-66","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS2101","MIE[09:30-12:20]","3","2"
"1789514539-67","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS2101","MIE[15:00-17:50]","4","2"
"1789514539-68","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN JOSE","CS2101","VIE[15:00-17:30]","40","2"
"1789514539-69","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS2101","MAR[09:30-12:20]","2","2"
"1789514539-70","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS2101","LUN[07:30-10:20]","6","2"
"1789514539-71","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS2101","LUN[18:00-20:50]","7","2"
"1789514539-72","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CENTRO ACADEMICO DE LIMON","CS2101","JUE[09:30-12:20]","60","2"
"1789514539-73","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS2101","MAR[18:00-20:50]","8","2"
"1789514539-74","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CENTRO ACADEMICO DE ALAJUELA","CS2101","LUN[09:00-11:50]","20","2"
"1789514539-75","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS3404","LUN[18:00-20:50]","2","2"
"1789514539-76","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS3404","MAR[18:00-20:50]","3","2"
"1789514539-77","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS3404","MIE[18:00-20:50]","7","2"
"1789514539-78","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS3404","LUN[18:00-20:50]","8","2"
"1789514539-79","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS3404","MIE[18:00-20:50]","6","2"
"1789514539-80","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS3404","MIE[13:00-15:50]","4","2"
"1789514539-81","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS3404","MAR[13:00-15:50]","10","2"
"1789514539-82","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS3404","VIE[09:30-12:20]","11","2"
"1789514539-83","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN CARLOS","CS3404","LUN[08:50-11:30]","50","2"
"1789514539-84","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS3404","MIE[09:30-12:20]","5","2"
"1789514539-85","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS3404","MAR[09:30-12:20]","9","2"
"1789514539-86","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS3404","MAR[09:30-12:20]","1","2"
"1789514539-87","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN CARLOS","CS4402","JUE[08:50-11:30]","50","2"
"1789514539-88","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN CARLOS","CS4402","JUE[13:25-16:05]","52","2"
"1789514539-89","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS4402","MAR[13:00-15:50]","8","2"
"1789514539-90","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS4402","JUE[13:00-15:50]","16","2"
"1789514539-91","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS4402","MIE[15:00-17:50]","3","2"
"1789514539-92","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS4402","MAR[09:30-12:20]","4","2"
"1789514539-93","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS4402","JUE[15:00-17:50]","6","2"
"1789514539-94","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS4402","MAR[15:00-17:50]","12","2"
"1789514539-95","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS4402","MIE[09:30-12:20]","9","2"
"1789514539-96","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS4402","JUE[09:30-12:20]","11","2"
"1789514539-97","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS4402","MIE[13:00-15:50]","14","2"
"1789514539-98","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN CARLOS","CS4402","JUE[08:50-11:30]","50","2"
"1789514539-99","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS4402","MIE[09:30-12:20]","15","2"
"1789514539-100","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS4402","JUE[15:00-17:50]","19","2"
"1789514539-101","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN JOSE","CS4402","MIE[17:30-20:15]","40","2"
"1789514539-102","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS4402","MAR[18:00-20:50]","7","2"
"1789514539-103","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS4402","JUE[18:00-20:50]","13","2"
"1789514539-104","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS4402","MAR[13:00-15:50]","2","2"
"1789514539-105","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS4402","MIE[09:30-12:20]","10","2"
"1789514539-106","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN CARLOS","CS4402","MAR[17:05-19:45]","51","2"
"1789514539-107","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS4402","MAR[15:00-17:50]","1","2"
"1789514539-108","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS4402","VIE[13:00-15:50]","17","2"
"1789514539-109","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS4402","MIE[15:00-17:50]","20","2"
"1789514539-110","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CENTRO ACADEMICO DE ALAJUELA","CS4402","LUN[07:00-09:50]","90","2"
"1789514539-111","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CENTRO ACADEMICO DE LIMON","CS4402","JUE[18:00-20:50]","60","2"
"1789514539-112","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS4402","MAR[09:30-12:20]","5","2"
"1789514539-113","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","CS4402","MIE[09:30-12:20]","18","2"
"1789514539-114","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","EL2113","LUN[07:30-09:20] MIE[07:30-09:20]","4","4"
"1789514539-115","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CENTRO ACADEMICO DE ALAJUELA","EL2113","VIE[13:00-16:50]","20","4"
"1789514539-116","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","EL2113","JUE[09:30-11:20] MAR[09:30-11:20]","2","4"
"1789514539-117","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","EL2113","LUN[07:30-11:20]","3","4"
"1789514539-118","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN CARLOS","EL2113","MIE[16:10-17:55] VIE[07:55-09:40]","50","4"
"1789514539-119","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","EL2113","MIE[09:30-11:20] VIE[09:30-11:20]","1","4"
"1789514539-120","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CENTRO ACADEMICO DE ALAJUELA","EL2114","VIE[08:00-11:50]","20","4"
"1789514539-121","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","EL2114","MIE[17:00-18:50] VIE[17:00-18:50]","1","4"
"1789514539-122","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN CARLOS","EL2114","LUN[16:10-17:55] MAR[13:25-15:10]","50","4"
"1789514539-123","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","EL2114","JUE[17:00-18:50] MAR[17:00-18:50]","4","4"
"1789514539-124","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","EL2114","JUE[09:30-11:20] MAR[09:30-11:20]","2","4"
"1789514539-125","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","EL2114","MIE[07:30-09:20] VIE[07:30-09:20]","3","4"
"1789514539-126","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN CARLOS","EL2207","MIE[12:30-16:05]","50","4"
"1789514539-127","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","EL2207","JUE[07:30-09:20] MAR[07:30-09:20]","2","4"
"1789514539-128","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CENTRO ACADEMICO DE ALAJUELA","EL2207","JUE[13:00-14:50] MAR[13:00-14:50]","20","4"
"1789514539-129","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","EL2207","MIE[17:00-18:50] VIE[09:30-11:20]","4","4"
"1789514539-130","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","EL2207","JUE[15:00-16:50] MAR[15:00-16:50]","1","4"
"1789514539-131","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","EL2207","MIE[15:00-16:50] VIE[15:00-16:50]","3","4"
"1789514539-132","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN CARLOS","FI1101","MAR[07:00-08:45] VIE[07:00-08:45]","50","3"
"1789514539-133","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","FI1101","MIE[09:30-11:20] VIE[09:30-11:20]","13","3"
"1789514539-134","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CENTRO ACADEMICO DE LIMON","FI1101","MIE[07:30-09:20] VIE[07:30-09:20]","60","3"
"1789514539-135","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CENTRO ACADEMICO DE ALAJUELA","FI1101","MIE[10:00-11:50] VIE[10:00-11:50]","35","3"
"1789514539-136","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","FI1101","JUE[15:00-16:50] MAR[15:00-16:50]","8","3"
"1789514539-137","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","FI1101","JUE[17:00-18:50] MAR[17:00-18:50]","9","3"
"1789514539-138","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","FI1101","JUE[09:30-11:20] MAR[09:30-11:20]","4","3"
"1789514539-139","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","FI1101","JUE[13:00-14:50] MAR[13:00-14:50]","5","3"
"1789514539-140","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CENTRO ACADEMICO DE ALAJUELA","FI1101","MIE[08:00-09:50] VIE[08:00-09:50]","36","3"
"1789514539-141","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","FI1101","MIE[09:30-11:20] VIE[09:30-11:20]","14","3"
